"election_date","election_type","contest_status","assembly","province","constituency_number","constituency_name","voter_reg","votes_cast","turnout","votes_disq","disq_pct","validated_votes","MOV_votes","MOV_pct","win_votes","win_pct","win_party","win_name","second_votes","second_pct","second_party","second_name","third_votes","third_pct","third_party","third_name","remainder_votes","remainder_pct","effective_parties","Cox_SF_ratio","winbuckets","delimit"
2018-07-25,"General Election","Contested","National","Sindh","NA-221","Tharparkar-I",242458,166527,0.686828234168392,9341,0.0560930059389769,157186,6971,0.0443487333477536,79098,0.503212754316542,"Pakistan Peoples Party Parliamentarians","Pir Noor Muhammad Shah Jeelani",72127,0.458864020968789,"Pakistan Tehreek-e-Insaf","Makhdoom Shah Mahmood Hussain Qureshi",2547,0.0162037331568969,"Independents","Dilawar Khan",3414,0.0217194915577723,2.15395956774161,0.035312712299139,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","National","Sindh","NA-230","Badin-II",371879,216319,0.581691894406514,10263,0.0474438213934051,206056,860,0.00417362270450755,96875,0.470139185464146,"Grand Democratic Alliance","Fehmida Mirza",96015,0.465965562759638,"Pakistan Peoples Party Parliamentarians","Haji Rasool Bux Chandio",7578,0.0367764102962302,"Muttahidda Majlis-e-Amal Pakistan","Fateh Muhammad",5588,0.027118841479986,2.27426554476274,0.078925167942509,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","National","Sindh","NA-237","Malir-II",283882,114683,0.403981231638498,2184,0.019043798993748,112499,1373,0.0122045529293593,33280,0.29582485177646,"Pakistan Tehreek-e-Insaf","Jamil Ahmed Khan",31907,0.283620298847101,"Pakistan Peoples Party Parliamentarians","Abdul Hakeem Baloch",14099,0.125325558449408,"Pakistan Muslim League (Nawaz)","Zain ul Abdin Ansari",33213,0.29522929092703,4.83240474744723,0.4418779578149,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","National","Sindh","NA-239","Korangi Karachi-I",528732,224218,0.424067391419471,3281,0.0146330803057738,220937,336,0.00152079552089512,69147,0.312971571081349,"Pakistan Tehreek-e-Insaf","MUHAMMAD AKRAM",68811,0.311450775560454,"Muttahida Qaumi Movement Pakistan","SOHAIL MANSOOR KHAWAJA",30109,0.136278667674495,"Tehreek-e-Labbaik Pakistan","Syed Zaman Ali",52870,0.239298985683702,4.38806223362063,0.437560855095842,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","National","Sindh","NA-248","Karachi West-I",303258,124670,0.41110209788365,3078,0.024689179433705,121592,1023,0.00841338245937229,35124,0.288867688663728,"Pakistan Peoples Party Parliamentarians","Abdul Qadir Patel",34101,0.280454306204356,"Pakistan Tehreek-e-Insaf","Sardar Aziz",20732,0.170504638463057,"Pakistan Muslim League (Nawaz)","Muhammad Salman Khan",31635,0.26017336666886,4.73868674710267,0.607958710888244,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","National","Sindh","NA-249","Karachi West-II",331430,131185,0.39581510424524,2684,0.0204596562106948,128501,718,0.00558750515560186,35344,0.275048443202777,"Pakistan Tehreek-e-Insaf","Muhammad Faisal Vawda",34626,0.269460938047175,"Pakistan Muslim League (Nawaz)","Mian Muhammad Shehbaz Sharif",23981,0.186621115788982,"Tehreek-e-Labbaik Pakistan","Abid Hussain",34550,0.268869502961066,4.90257305038503,0.692572055680702,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-1","Musakhail-cum-Sherani",104815,39268,0.37464103420312,1887,0.0480543954364877,37381,139,0.00371846660067948,12054,0.322463283486263,"Muttahidda Majlis-e-Amal Pakistan","Haji Muhammad Hassan Sherani",11915,0.318744816885584,"Pakistan Tehreek-e-Insaf","Sardar Babar Khan",6017,0.160964126160349,"Paktunkhwa Milli Awami Party","Sultan Muhammad Sherani",7395,0.197827773467805,4.01068130197205,0.504993705413345,"Muttahidda Majlis-e-Amal Pakistan","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-11","Nasirabad-I",103992,40615,0.390558889145319,3923,0.096589929828881,36692,3106,0.0846506050365202,10007,0.272729750354301,"Balochistan Awami Party","Mir Sikandar Ali",6901,0.18807914531778,"Pakistan Peoples Party Parliamentarians","Mir Muhammad Sadiq Umrani",5352,0.14586285838875,"Pakistan Tehreek-e-Insaf","Mir Shaukat Ali",14432,0.393328245939169,6.28725129626239,0.775539776843936,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-12","Nasirabad-II",102898,41002,0.398472273513577,4859,0.118506414321253,36143,4161,0.115126027169853,15353,0.424784882273193,"Balochistan Awami Party","Muhammad Khan",11192,0.30965885510334,"Independents","Ghulam Rasool",5985,0.165592230860748,"Muttahidda Majlis-e-Amal Pakistan","Nizam ud Din Lehri",3613,0.0999640317627203,3.25962964830266,0.53475696926376,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-13","Jaffarabad-I",111515,46062,0.413056539478994,3449,0.0748773392384178,42613,1077,0.0252739774247296,18922,0.444042897707272,"Pakistan Tehreek-e-Insaf","Umar Khan Jamali",17845,0.418768920282543,"Independents","Rahat Jamali",2863,0.067186069978645,"Pakistan Peoples Party Parliamentarians","Zareena Gul",2983,0.0700021120315397,2.63641874965847,0.160437097226114,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-17","Kachhi",99865,36795,0.368447403995394,2158,0.0586492729990488,34637,1649,0.0476080491959465,16531,0.47726419724572,"Pakistan Tehreek-e-Insaf","Sardar Yar Muhammad Rind",14882,0.429656148049773,"Balochistan Awami Party","Mir Muhammad Asim Kurd",974,0.0281202182637064,"Independents","Mhammad Younis",2250,0.0649594364408003,2.41659228097386,0.0654481924472517,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-25","Quetta-II",65103,25544,0.392362871142651,1083,0.0423974318822424,24461,920,0.0376108908057725,4750,0.194186664486325,"Muttahidda Majlis-e-Amal Pakistan","Malik Sikandar Khan",3830,0.156575773680553,"Independents","Nawab Salman Khan Khilji",3277,0.133968357794039,"Pakistan Tehreek-e-Insaf","Malik Faisal Khan",12604,0.515269204039083,8.86538191391656,0.855613577023499,"Muttahidda Majlis-e-Amal Pakistan","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-31","Quetta-VIII",52632,17279,0.328298373613011,885,0.0512182417964003,16394,422,0.0257411248017567,4274,0.260705136025375,"Paktunkhwa Milli Awami Party","Nasrullah Khan Bareach",3852,0.234964011223618,"Balochistan National Party","Mir Lashkari Raisani",3450,0.210442844943272,"Balochistan Awami Party","Mir Muhammad Usman Pirkani",4818,0.293888007807735,4.75753951006147,0.895638629283489,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-36","Shaheed Sikandarabad",49088,26929,0.548586212516297,2688,0.0998180400311931,24241,1038,0.042820015675921,10962,0.452209067282703,"Independents","Mir Niamatullah Zehri",9924,0.409389051606782,"Balochistan National Party (Awami)","Mir Zafarullah Khan Zehri",2515,0.103749845303412,"Muttahidda Majlis-e-Amal Pakistan","Hafiz Muhammad Ibrahim Lehri",840,0.0346520358071037,2.60996454270034,0.253426037887948,"Independents","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-37","Kalat",85009,46181,0.543248361938148,2816,0.0609774582620558,43365,22,0.000507321572696895,12676,0.292309466159345,"Balochistan Awami Party","Mir Zia Ullah",12654,0.291802144586648,"Muttahidda Majlis-e-Amal Pakistan","Sardarzada Mir Saeed Ahmed",9312,0.214735385679696,"Balochistan National Movement","Sardarzada Muhammad Naeem",8723,0.201153003574311,4.49098191758137,0.735893788525367,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-38","Khuzdar-I",66064,37363,0.565557641075321,2850,0.0762786714128951,34513,34,0.000985136035696665,11814,0.342305797815316,"Pakistan Muslim League (Nawaz)","Sardar Sanaullah Zehri",11780,0.341320661779619,"Muttahidda Majlis-e-Amal Pakistan","Abdul Khaliq",7320,0.212093993567641,"Balochistan National Party","Nawabzada Mir Isrurullah",3599,0.104279546837424,3.55951931926493,0.621392190152801,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-4","Loralai",89760,47612,0.530436720142602,1926,0.0404519868940603,45686,1499,0.0328109267609333,13461,0.294641684542311,"Balochistan Awami Party","Muhammad Khan",11962,0.261830757781377,"Muttahidda Majlis-e-Amal Pakistan","Molvi Faiz Ullah",8138,0.178128967298516,"Independents","Shams Ud Din",12125,0.265398590377796,4.89808177992197,0.680321016552416,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-41","Washuk",53156,29280,0.550831514786666,1942,0.0663251366120219,27338,460,0.0168263954934523,12782,0.467554319994147,"Muttahidda Majlis-e-Amal Pakistan","Zabid Ali",12322,0.450727924500695,"Balochistan Awami Party","Mir Mujeeb ur Rehman Muhammad Hassani",737,0.0269588119101617,"Balochistan National Party","Saif ur Rehman",1497,0.054758943594996,2.3629668343669,0.0598117188768057,"Muttahidda Majlis-e-Amal Pakistan","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-44","Awaran-cum-Panjgur",104211,35723,0.342794906487799,3063,0.0857430786887999,32660,2093,0.0640845070422535,8055,0.246631965707287,"Balochistan Awami Party","Abdul Qudoos",5962,0.182547458665034,"National Party","Khair Jan",3912,0.119779546846295,"Balochistan National Party (Awami)","Asadullah",14731,0.451041028781384,7.46080716938769,0.656155652465616,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-6","Ziarat-cum-Harnai",106491,65176,0.612032941750946,2497,0.0383116484595557,62679,1131,0.0180443210644713,20411,0.325643357424337,"Balochistan Awami Party","Noor Muhammad Son of Ibrahim",19280,0.307599036359865,"Muttahidda Majlis-e-Amal Pakistan","Muheeb Ullah",11732,0.187175928141802,"Paktunkhwa Milli Awami Party","Abdul Rahim",11256,0.179581678073996,4.05753284137896,0.60850622406639,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-8","Barkhan",68470,44603,0.651423981305681,3009,0.0674618299217541,41594,154,0.00370245708515654,18271,0.439270087031783,"Independents","Sardar Abdul Rehman Khetran",18117,0.435567629946627,"National Party","Abdul Kareem",3125,0.0751310285137279,"Balochistan Awami Party","Mir Shahjahan Khan Khetran",2081,0.0500312545078617,2.57279540898573,0.172489926588287,"Independents","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Balochistan","PB-9","Kohlu",59031,16987,0.287764056173875,1996,0.11750161888503,14991,718,0.0478954039090121,3220,0.214795543993062,"Pakistan Tehreek-e-Insaf","Mir Naseeb Ullah Khan",2502,0.16690014008405,"Balochistan Awami Party","Nawab Changaiz Khan Marri",2283,0.152291374824895,"Independents","Mir Shah Nwaz Khan Marri",6986,0.466012941097992,7.26573136318593,0.912470023980815,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-10","Upper Dir-I",150518,74519,0.495083644481059,3172,0.042566325366685,71347,1542,0.0216126816824814,21152,0.296466564817021,"Pakistan Peoples Party Parliamentarians","Malak Badshah Saleh",19610,0.27485388313454,"Muttahidda Majlis-e-Amal Pakistan","Muhammad Ali",10914,0.15297069253087,"Pakistan Tehreek-e-Insaf","Hameeda Shahid",19671,0.275708859517569,4.74825177249115,0.556552779194289,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-14","Lower Dir-II",160377,77239,0.481608958890614,2736,0.0354225197115447,74503,1361,0.0182677207629223,19600,0.263076654631357,"Pakistan Tehreek-e-Insaf","Hamayun Khan",18239,0.244808933868435,"Pakistan Peoples Party Parliamentarians","Bakht Baidar",14541,0.195173348724212,"Muttahidda Majlis-e-Amal Pakistan","Zakir Ullah Khan",22123,0.296941062775996,5.29360200013367,0.797247656121498,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-21","Buner-II",142617,58848,0.412629630408717,2600,0.0441816204458945,56248,304,0.00540463660930163,16613,0.295352723652397,"Pakistan Tehreek-e-Insaf","Syed Fakhr e Jehan",16309,0.289948087043095,"Muttahidda Majlis-e-Amal Pakistan","Nasar Ali",15764,0.28025885364813,"Awami National Party","Qaisar Wali Khan",7562,0.134440335656379,3.8562553080168,0.966582868354896,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-23","Shangla-I",200525,71245,0.355292357561401,2693,0.0377991437995649,68552,1705,0.0248716302952503,17712,0.258373205741627,"Pakistan Tehreek-e-Insaf","Shaukat Ali",16007,0.233501575446376,"Pakistan Muslim League (Nawaz)","Muhammad Rashad Khan",14372,0.209651067802544,"Awami National Party","Mutawakil Khan",20461,0.298474151009453,5.14231148281177,0.897857187480477,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-24","Shangla-II",173788,59278,0.341093746403664,2107,0.035544384088532,57171,263,0.00460023438456564,14876,0.260201850588585,"Awami National Party","Faisal Zeb",14613,0.255601616204019,"Pakistan Tehreek-e-Insaf","Abdul Maula",14131,0.247170768396565,"Pakistan Muslim League (Nawaz)","Fazl Ullah Khan",13551,0.237025764810831,4.54352696448147,0.967015670977896,"Other Parties","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-30","Mansehra-I",192381,96235,0.500231311823933,2872,0.0298436119914792,93363,254,0.00272056382078556,29468,0.315628246735859,"Pakistan Muslim League (Nawaz)","Mian Zia ur Rehman",29214,0.312907682915073,"Pakistan Peoples Party Parliamentarians","Syed Ahmad Hussain Shah",13935,0.149256129301758,"Independents","Syed Mazhar Ali Qasim Shah",20746,0.22220794104731,4.26743463141608,0.476997330047238,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-32","Mansehra-III",193340,92463,0.478240405503259,3416,0.0369445075327428,89047,1949,0.0218873179332263,22768,0.255685199950588,"Pakistan Muslim League (Nawaz)","Muhammad Naheem",20819,0.233797882017362,"Pakistan Tehreek-e-Insaf","Zahid Chanzeb",18960,0.212921266297573,"Muttahidda Majlis-e-Amal Pakistan","Ibrar Hussain",26500,0.297595651734477,4.96496696522686,0.910706566117489,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-4","Swat-III",146233,59655,0.407944855128459,3236,0.0542452434833627,56419,182,0.00322586362750138,14426,0.255694003793048,"Pakistan Tehreek-e-Insaf","Aziz Ullah Khan",14244,0.252468140165547,"Pakistan Muslim League (Nawaz)","Amir Muqam",9923,0.175880465800528,"Muttahidda Majlis-e-Amal Pakistan","Sana Ullah Khan",17826,0.315957390240876,5.15298390272669,0.696644201067116,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-46","Swabi-IV",175573,83117,0.47340422502321,3346,0.0402565058892886,79771,1317,0.016509759185669,27431,0.343871833122313,"Pakistan Tehreek-e-Insaf","Muhammad Ali",26114,0.327362073936644,"Awami National Party","Muhammad Ayaz",8452,0.105953291296336,"Muttahidda Majlis-e-Amal Pakistan","Mehmood Ul Hassan",17774,0.222812801644708,3.96340004283619,0.323657808072298,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-51","Mardan-IV",154748,67756,0.437847338899372,2821,0.0416346891788181,64935,927,0.0142758142758143,19460,0.2996842996843,"Pakistan Tehreek-e-Insaf","Amir Farzand Khan",18533,0.285408485408485,"Awami National Party","Himayatullah Mayar",9975,0.153615153615154,"Muttahidda Majlis-e-Amal Pakistan","Maula Israr Ul Haq",16967,0.261292061292061,4.49961671153848,0.538229104840015,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-56","Charsadda-I",169630,78383,0.462082178859871,3463,0.0441804983223403,74920,181,0.00241591030432459,20310,0.271089161772557,"Pakistan Tehreek-e-Insaf","Khalid Khan",20129,0.268673251468233,"Muttahidda Majlis-e-Amal Pakistan","Gohar Ali",17313,0.231086492258409,"Qaumi Watan Party","Sikandar Hayat Khan",17168,0.229151094500801,4.70014167783438,0.860102339907596,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-70","Peshawar-V",111112,50717,0.456449348405213,2095,0.0413076483230475,48622,47,0.000966640615359282,15404,0.316811319978611,"Pakistan Tehreek-e-Insaf","Shah Farman",15357,0.315844679363251,"Awami National Party","Khush Dil Khan Advocate",6452,0.132697132985068,"Muttahidda Majlis-e-Amal Pakistan","Jan Afzal",11409,0.23464686767307,4.17498939537005,0.420134140782705,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-80","Kohat-I",170204,75079,0.441111842259876,3062,0.0407837078277548,72017,2548,0.0353805351514226,28711,0.398669758529236,"Independents","AMJID KHAN AFRIDI",26163,0.363289223377814,"Pakistan Tehreek-e-Insaf","AFTAB ALAM AFRIDI",12686,0.176152852798645,"Muttahidda Majlis-e-Amal Pakistan","SHAUKAT HABIB",4457,0.0618881652943055,3.09814360054712,0.484883232045255,"Independents","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-81","Kohat-II",168425,62729,0.372444708327149,2539,0.0404756970460234,60190,1175,0.0195215152018607,17498,0.290712742980562,"Muttahidda Majlis-e-Amal Pakistan","Shah Dad Khan",16323,0.271191227778701,"Pakistan Tehreek-e-Insaf","Imtiaz Shahid",10112,0.168001329124439,"Independents","Iqbal Din",16257,0.270094700116298,5.0022977229408,0.619493965570055,"Muttahidda Majlis-e-Amal Pakistan","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-85","Karak-I",214654,103945,0.48424441193735,3704,0.0356342296406754,100241,1374,0.0137069662114304,30253,0.301802655600004,"Muttahidda Majlis-e-Amal Pakistan","MIAN NISAR GUL",28879,0.288095689388574,"Pakistan Tehreek-e-Insaf","FARID KHAN TOOFAN",23122,0.230664099520156,"Independents","JAVED IQBAL",17987,0.179437555491266,4.04294176467515,0.800650992070362,"Muttahidda Majlis-e-Amal Pakistan","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-89","Bannu-III",136459,56645,0.415106368945984,2407,0.0424927178038662,54238,1280,0.0235996902540654,11643,0.21466499502194,"Pakistan Tehreek-e-Insaf","Shah Muhammad Khan",10363,0.191065304767875,"Independents","Sahib Zaman",9350,0.172388362402743,"Muttahidda Majlis-e-Amal Pakistan","Sherin Malik",22882,0.421881337807441,6.12786472186661,0.902248383672682,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-90","Bannu-IV",167358,71178,0.425303839673036,1470,0.0206524487903566,69708,173,0.0024817811442015,32801,0.470548574051759,"Muttahidda Majlis-e-Amal Pakistan","Akram Khan Durrani",32628,0.468066792907557,"Pakistan Tehreek-e-Insaf","Haji Malik Adnan Khan",2927,0.0419894416709703,"Awami National Party","Abdul Samad Khan",1352,0.0193951913697137,2.26058910227577,0.0897082260635037,"Muttahidda Majlis-e-Amal Pakistan","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-93","Lakki Marwat-III",120436,57712,0.479192268092597,2585,0.0447913778763515,55127,772,0.0140040270647777,17114,0.310446786511147,"Muttahidda Majlis-e-Amal Pakistan","Anwar Hayat Khan",16342,0.296442759446369,"Pakistan Tehreek-e-Insaf","Tariq Saeed",7066,0.128176755491864,"Independents","Zafar Ullah Khan",14605,0.264933698550619,4.51061110223671,0.432382817280627,"Muttahidda Majlis-e-Amal Pakistan","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-96","Dera Ismail Khan-II",123523,69113,0.559515231981089,2720,0.0393558375414177,66393,1724,0.0259665928637055,18416,0.277378639314386,"Pakistan Peoples Party Parliamentarians","Ahmed Kundi",16692,0.25141204645068,"Independents","Sami Ullah",10452,0.157426234693416,"Muttahidda Majlis-e-Amal Pakistan","Sardar Abdul Haleem Qasuria",20833,0.313783079541518,5.10363518922106,0.626168224299065,"Pakistan Peoples Party Parliamentarians","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Khyber Paktunkhwa","PK-98","Dera Ismail Khan-IV",119724,70094,0.585463232100498,3778,0.0538990498473478,66316,966,0.0145666204234273,19808,0.298691115266301,"Muttahidda Majlis-e-Amal Pakistan","Lutaf Ur Rehman",18842,0.284124494842873,"Independents","Fakher Ullah Khan",12658,0.190873997225406,"Independents","Muhammad Fazal Rehman",15008,0.22631039266542,4.12844912064224,0.671797049145526,"Muttahidda Majlis-e-Amal Pakistan","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-101","Faisalabad-V",232500,127423,0.548055913978495,3004,0.023575021777858,124419,1880,0.0151102323600093,46045,0.370080132455654,"Pakistan Muslim League (Nawaz)","Rai Haidar Ali Khan",44165,0.354969900095645,"Pakistan Tehreek-e-Insaf","Ghulam Haider Bari",14463,0.116244303522774,"Tehreek-e-Labbaik Pakistan","Walayat Ali",19746,0.158705663925928,3.51892200575469,0.327476508547492,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-102","Faisalabad-VI",220727,125182,0.567134967629696,3065,0.0244843507852567,122117,1062,0.00869657787204076,37929,0.310595576373478,"Pakistan Tehreek-e-Insaf","ADIL PERVAIZ",36867,0.301898998501437,"Pakistan Muslim League (Nawaz)","SIKANDAR HAYYAT KHAN",10405,0.0852051720890621,"Pakistan Peoples Party Parliamentarians","HASSAN SARDAR",36916,0.302300253036023,4.85668221908782,0.282230721241218,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-108","Faisalabad-XII",190232,112302,0.590342318852769,2954,0.026304072946163,109348,2608,0.0238504590847569,46082,0.42142517467169,"Pakistan Muslim League (Nawaz)","Muhammad Ajmal",43474,0.397574715586933,"Pakistan Tehreek-e-Insaf","Aftab Ahmad Khan",8475,0.0775048469107803,"Independents","Shabbir Hussain Khan",11317,0.103495262830596,2.88859597432163,0.194944104522243,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-115","Faisalabad-XIX",207450,120315,0.579971077368041,1687,0.0140215268254166,118628,420,0.00354047948207847,53784,0.453383686819301,"Pakistan Muslim League (Nawaz)","Ali Abbas Khan",53364,0.449843207337222,"Pakistan Tehreek-e-Insaf","Asad Muazzam",4080,0.0343932292544762,"Tehreek-e-Labbaik Pakistan","Talib Hussain",7400,0.0623798765890009,2.43717615357982,0.0764560377782775,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-118","Toba Tek Singh-I",221175,131524,0.594660336837346,4439,0.0337504942063806,127085,548,0.00431207459574301,43322,0.340889955541567,"Pakistan Muslim League (Nawaz)","chaudhary khalid javaid",42774,0.336577880945824,"Pakistan Tehreek-e-Insaf","ASAD ZAMAN",29185,0.229649447220364,"Pakistan National Muslim League","CHAUDHARY BILAL ASGHAR",11804,0.0928827162922453,3.46347299759393,0.682307008930659,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-123","Toba Tek Singh-VI",217499,132695,0.610094759056363,4555,0.0343268397452805,128140,40,0.00031215857655692,53145,0.414741688777899,"Pakistan Tehreek-e-Insaf","SONIA",53105,0.414429530201342,"Pakistan Muslim League (Nawaz)","SYED QUTAB ALI SHAH",17826,0.139113469642578,"Independents","IRFAN UL HASSAN CHAUDHARY",4064,0.0317153113781801,2.75178709771697,0.335674606910837,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-127","Jhang-IV",195839,119907,0.612273346984002,6025,0.0502472749714362,113882,790,0.00693700497005673,27399,0.240591138195676,"Independents","Mehar  Muhammad Aslam",26609,0.23365413322562,"Pakistan Tehreek-e-Insaf","Mehar Muhammad Nawaz",10052,0.0882668024797598,"Independents","Khuram Abbas Sial",49822,0.437487926098945,6.8119721943503,0.37776692096659,"Independents","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-128","Jhang-V",208743,129723,0.621448383897903,5403,0.0416502856085659,124320,3148,0.0253217503217503,49930,0.401624839124839,"Pakistan Tehreek-e-Insaf","Ghazanfar Abbas Shah",46782,0.376303088803089,"Independents","Khalid Mahmood",14706,0.118291505791506,"Independents","MUHAMMAD ASIF MUAVIA",12902,0.103780566280566,3.12302798074952,0.314351673720662,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-129","Jhang-VI",187204,117523,0.627780389307921,5018,0.0426980250674336,112505,954,0.00847962312786099,23281,0.20693302519888,"Pakistan Tehreek-e-Insaf","Mian Muhammad Asif",22327,0.198453402071019,"Independents","Madhulal Hussain",21834,0.194071374605573,"Independents","KHALID GHANI",45063,0.400542198124528,6.35973198133058,0.977919111389797,"Pakistan Tehreek-e-Insaf","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-131","Nankana Sahib-I",208085,123868,0.595275968954994,2613,0.0210950366519198,121255,1239,0.0102181353346254,37086,0.305851305100821,"Pakistan Muslim League (Nawaz)","Mian Ijaz Hussain Bhatti",35847,0.295633169766195,"Independents","Shazia Cheema",31722,0.26161395406375,"Pakistan Tehreek-e-Insaf","Tariq Saeed Ghuman",16600,0.136901571069234,3.79908445681593,0.884927609004938,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-133","Nankana Sahib-III",181562,107040,0.589550676903757,4054,0.0378736920777279,102986,2362,0.022935156234828,26419,0.256530013788282,"Pakistan Muslim League (Nawaz)","Mohammad Kashif",24057,0.233594857553454,"Pakistan Tehreek-e-Insaf","Shahid Manzoor",22867,0.22203988891694,"Pakistan Peoples Party Parliamentarians","Syed Ibrar Hussain Shah",29643,0.287835239741324,5.2674711942981,0.950534148065012,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
2018-07-25,"General Election","Contested","Provincial","Punjab","PP-134","Nankana Sahib-IV",190153,108690,0.571592349318707,4087,0.0376023553224768,104603,2292,0.0219114174545663,28422,0.271713048382934,"Pakistan Muslim League (Nawaz)","Agha Ali Haidar",26130,0.249801630928367,"Pakistan Tehreek-e-Insaf","Rai Muhammad Aslam Khan",18729,0.179048402053478,"Independents","Jamil Hassan Khan",31322,0.299436918635221,4.93963153078028,0.716762342135477,"Pakistan Muslim League (Nawaz)","Delimitation 2018"
